Nr;Dzien;Godzina;Temperatura
4781;26.12.2022;10:57;1.5
4782;26.12.2022;11:09;1.7
4783;26.12.2022;11:21;1.7
4784;26.12.2022;11:33;1.6
4785;26.12.2022;11:45;1.6
4786;26.12.2022;11:57;1.5
4787;26.12.2022;12:09;1.7
4788;26.12.2022;12:21;1.8
4789;26.12.2022;12:33;1.7
4790;26.12.2022;12:45;1.8
4791;26.12.2022;12:57;1.9
4792;26.12.2022;13:09;1.9
4793;26.12.2022;13:21;1.8
4794;26.12.2022;13:33;1.8
4795;26.12.2022;13:45;1.9
4796;26.12.2022;13:57;2
4797;26.12.2022;14:09;1.9
4798;26.12.2022;14:21;1.7
4799;26.12.2022;14:33;1.8
4800;26.12.2022;14:45;1.7
4801;26.12.2022;14:57;1.6
4802;26.12.2022;15:09;1.7
4803;26.12.2022;15:21;1.7
4804;26.12.2022;15:33;1.5
4805;26.12.2022;15:45;1.6
4806;26.12.2022;15:57;1.4
4807;26.12.2022;16:09;1.5
4808;26.12.2022;16:21;1.6
4809;26.12.2022;16:33;1.6
4810;26.12.2022;16:45;1.4
4811;26.12.2022;16:57;1.3
4812;26.12.2022;17:09;1.5
4813;26.12.2022;17:21;1.4
4814;26.12.2022;17:33;1.5
4815;26.12.2022;17:45;1.6
4816;26.12.2022;17:57;1.5
4817;26.12.2022;18:09;1.5
4818;26.12.2022;18:21;1.4
4819;26.12.2022;18:33;1.5
4820;26.12.2022;18:45;1.4
4821;26.12.2022;18:57;1.5
4822;26.12.2022;19:09;1.6
4823;26.12.2022;19:21;1.6
4824;26.12.2022;19:33;1.7
4825;26.12.2022;19:45;1.5
4826;26.12.2022;19:57;1.4
4827;26.12.2022;20:09;1.4
4828;26.12.2022;20:21;1.3
4829;26.12.2022;20:33;1.3
4830;26.12.2022;20:45;1.1
4831;26.12.2022;20:57;1.2
4832;26.12.2022;21:09;1.1
4833;26.12.2022;21:21;1
4834;26.12.2022;21:33;1.1
4835;26.12.2022;21:45;1.2
4836;26.12.2022;21:57;1.1
4837;26.12.2022;22:09;1.1
4838;26.12.2022;22:21;1
4839;26.12.2022;22:33;1
4840;26.12.2022;22:45;1.2
4841;26.12.2022;22:57;1
4842;26.12.2022;23:09;1.1
4843;26.12.2022;23:21;1.2
4844;26.12.2022;23:33;1.3
4845;26.12.2022;23:45;1.2
4846;26.12.2022;23:57;1
4847;27.12.2022;00:09;1.1
4848;27.12.2022;00:21;1.1
4849;27.12.2022;00:33;1.3
4850;27.12.2022;00:45;1.2
4851;27.12.2022;00:57;1.3
4852;27.12.2022;01:09;1.4
4853;27.12.2022;01:21;1.6
4854;27.12.2022;01:33;1.5
4855;27.12.2022;01:45;1.6
4856;27.12.2022;01:57;1.8
4857;27.12.2022;02:09;1.8
4858;27.12.2022;02:21;1.9
4859;27.12.2022;02:33;2
4860;27.12.2022;02:45;1.9
4861;27.12.2022;02:57;2.1
4862;27.12.2022;03:09;2.2
4863;27.12.2022;03:21;2
4864;27.12.2022;03:33;2.1
4865;27.12.2022;03:45;2
4866;27.12.2022;03:57;2.1
4867;27.12.2022;04:09;2.3
4868;27.12.2022;04:21;2.4
4869;27.12.2022;04:33;2.3
4870;27.12.2022;04:45;2.4
4871;27.12.2022;04:57;2.5
4872;27.12.2022;05:09;2.3
4873;27.12.2022;05:21;2.5
4874;27.12.2022;05:33;2.6
4875;27.12.2022;05:45;2.7
4876;27.12.2022;05:57;2.6
4877;27.12.2022;06:09;2.8
4878;27.12.2022;06:21;2.6
4879;27.12.2022;06:33;2.6
4880;27.12.2022;06:45;2.5
4881;27.12.2022;06:57;2.4
4882;27.12.2022;07:09;2.4
4883;27.12.2022;07:21;2.2
4884;27.12.2022;07:33;2.1
4885;27.12.2022;07:45;2.1
4886;27.12.2022;07:57;2
4887;27.12.2022;08:09;2.1
4888;27.12.2022;08:21;2
4889;27.12.2022;08:33;1.9
4890;27.12.2022;08:45;1.7
4891;27.12.2022;08:57;1.6
4892;27.12.2022;09:09;1.6
4893;27.12.2022;09:21;1.7
4894;27.12.2022;09:33;1.8
4895;27.12.2022;09:45;1.6
4896;27.12.2022;09:57;1.5
4897;27.12.2022;10:09;1.4
4898;27.12.2022;10:21;1.4
4899;27.12.2022;10:33;1.5
4900;27.12.2022;10:45;1.6
4901;27.12.2022;10:57;1.6
4902;27.12.2022;11:09;1.7
4903;27.12.2022;11:21;1.6
4904;27.12.2022;11:33;1.8
4905;27.12.2022;11:45;1.9
4906;27.12.2022;11:57;1.7
4907;27.12.2022;12:09;1.8
4908;27.12.2022;12:21;1.8
4909;27.12.2022;12:33;1.9
4910;27.12.2022;12:45;1.7
4911;27.12.2022;12:57;1.6
4912;27.12.2022;13:09;1.7
4913;27.12.2022;13:21;1.8
4914;27.12.2022;13:33;1.7
4915;27.12.2022;13:45;1.8
4916;27.12.2022;13:57;1.8
4917;27.12.2022;14:09;1.6
4918;27.12.2022;14:21;1.5
4919;27.12.2022;14:33;1.6
4920;27.12.2022;14:45;1.4
4921;27.12.2022;14:57;1.3
4922;27.12.2022;15:09;1.3
4923;27.12.2022;15:21;1.4
4924;27.12.2022;15:33;1.2
4925;27.12.2022;15:45;1.3
4926;27.12.2022;15:57;1.2
4927;27.12.2022;16:09;1.1
4928;27.12.2022;16:21;1.2
4929;27.12.2022;16:33;1.1
4930;27.12.2022;16:45;1.4
4931;27.12.2022;16:57;1.5
4932;27.12.2022;17:09;1.4
4933;27.12.2022;17:21;1.3
4934;27.12.2022;17:33;1.5
4935;27.12.2022;17:45;1.6
4936;27.12.2022;17:57;1.7
4937;27.12.2022;18:09;1.9
4938;27.12.2022;18:21;2
4939;27.12.2022;18:33;2.2
4940;27.12.2022;18:45;2.1
4941;27.12.2022;18:57;2.5
4942;27.12.2022;19:09;2.8
4943;27.12.2022;19:21;3.1
4944;27.12.2022;19:33;3.4
4945;27.12.2022;19:45;3.7
4946;27.12.2022;19:57;3.9
4947;27.12.2022;20:09;4.3
4948;27.12.2022;20:21;4.6
4949;27.12.2022;20:33;4.8
4950;27.12.2022;20:45;5
4951;27.12.2022;20:57;5.3
4952;27.12.2022;21:09;5.5
4953;27.12.2022;21:21;5.6
4954;27.12.2022;21:33;5.8
4955;27.12.2022;21:45;6
4956;27.12.2022;21:57;6.1
4957;27.12.2022;22:09;6
4958;27.12.2022;22:21;5.8
4959;27.12.2022;22:33;5.8
4960;27.12.2022;22:45;5.6
4961;27.12.2022;22:57;5.5
4962;27.12.2022;23:09;5.3
4963;27.12.2022;23:21;5.2
4964;27.12.2022;23:33;4.9
4965;27.12.2022;23:45;4.7
4966;27.12.2022;23:57;3.6
4967;28.12.2022;00:09;4.5
4968;28.12.2022;00:21;4.5
4969;28.12.2022;00:33;4.4
4970;28.12.2022;00:45;4.5
4971;28.12.2022;00:57;4.3
4972;28.12.2022;01:09;4.5
4973;28.12.2022;01:21;4.6
4974;28.12.2022;01:33;4.7
4975;28.12.2022;01:45;4.8
4976;28.12.2022;01:57;4.7
4977;28.12.2022;02:09;4.7
4978;28.12.2022;02:21;4.8
4979;28.12.2022;02:33;5
4980;28.12.2022;02:45;5.1
4981;28.12.2022;02:57;5.1
4982;28.12.2022;03:09;5
4983;28.12.2022;03:21;5.1
4984;28.12.2022;03:33;21.1
4985;28.12.2022;03:45;21.4
4986;28.12.2022;03:57;21.6
4987;28.12.2022;04:09;21.5
4988;28.12.2022;04:21;21.6
4989;28.12.2022;04:33;21.7
4990;28.12.2022;04:45;21.7
4991;28.12.2022;04:57;21.9
4992;28.12.2022;05:09;21.8
4993;28.12.2022;05:21;22
4994;28.12.2022;05:33;22.1
4995;28.12.2022;05:45;22
4996;28.12.2022;05:57;25.2
4997;28.12.2022;06:09;25.3
